Start    Date & Time	        RollNo	Grade	BatchNo	Product	OPName	Shift	Width	EWeight	TSetPoint BSetPoint	
227.4	02-02-2024/16:03:49	517.0	227.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.6	338.3	0.0	74.8	1194.8	0.0	0.0	345.3	0.0	0.0	0.0
347.2	02-02-2024/16:03:50	784.5	347.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.4	201.5	0.0	167.3	1423.5	0.0	0.0	62.9	0.0	0.0	0.0
384.8	02-02-2024/16:03:51	845.5	384.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	232.8	300.2	0.0	75.4	219.9	0.0	0.0	316.9	0.0	0.0	0.0
215.3	02-02-2024/16:03:52	353.3	215.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.9	358.1	0.0	187.1	505.9	0.0	0.0	385.2	0.0	0.0	0.0
253.8	02-02-2024/16:03:53	1841.2	253.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	177.3	103.7	0.0	98.5	1229.7	0.0	0.0	213.0	0.0	0.0	0.0
347.8	02-02-2024/16:03:54	1098.2	347.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	270.6	280.0	0.0	15.8	1226.6	0.0	0.0	279.8	0.0	0.0	0.0
268.7	02-02-2024/16:03:55	1707.2	268.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.8	256.3	0.0	179.9	2.8	0.0	0.0	442.9	0.0	0.0	0.0
25.1	02-02-2024/16:03:56	1983.7	25.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.7	283.8	0.0	68.9	318.4	0.0	0.0	246.0	0.0	0.0	0.0
235.2	02-02-2024/16:03:57	791.7	235.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.4	42.4	0.0	86.4	815.7	0.0	0.0	206.3	0.0	0.0	0.0
160.3	02-02-2024/16:03:58	1466.4	160.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	12.2	0.0	169.4	1233.4	0.0	0.0	391.7	0.0	0.0	0.0
341.3	02-02-2024/16:03:59	394.9	341.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136.2	310.1	0.0	122.7	1326.9	0.0	0.0	121.9	0.0	0.0	0.0
403.6	02-02-2024/16:04:00	460.9	403.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.5	228.1	0.0	102.7	1070.1	0.0	0.0	325.4	0.0	0.0	0.0
319.0	02-02-2024/16:04:01	874.0	319.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243.5	326.1	0.0	120.9	344.0	0.0	0.0	13.1	0.0	0.0	0.0
70.3	02-02-2024/16:04:02	1822.1	70.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187.0	149.8	0.0	196.4	1058.0	0.0	0.0	207.9	0.0	0.0	0.0
431.1	02-02-2024/16:04:03	1094.9	431.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.9	224.5	0.0	186.1	1570.9	0.0	0.0	62.3	0.0	0.0	0.0
197.7	02-02-2024/16:04:04	730.0	197.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	232.0	194.6	0.0	97.0	311.8	0.0	0.0	435.1	0.0	0.0	0.0
270.8	02-02-2024/16:04:05	44.0	270.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171.2	53.3	0.0	176.1	123.8	0.0	0.0	273.6	0.0	0.0	0.0
323.8	02-02-2024/16:04:06	816.4	323.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	157.8	388.7	0.0	137.4	1232.4	0.0	0.0	221.1	0.0	0.0	0.0
201.8	02-02-2024/16:04:07	1786.8	201.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.6	5.2	0.0	141.4	1018.3	0.0	0.0	218.9	0.0	0.0	0.0
115.6	02-02-2024/16:04:08	559.6	115.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7	0.2	0.0	63.3	685.4	0.0	0.0	221.3	0.0	0.0	0.0
449.4	02-02-2024/16:04:09	1901.0	449.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.6	208.9	0.0	28.4	205.2	0.0	0.0	76.1	0.0	0.0	0.0
232.3	02-02-2024/16:04:10	1304.2	232.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	272.7	244.0	0.0	150.8	701.1	0.0	0.0	98.7	0.0	0.0	0.0
278.1	02-02-2024/16:04:11	603.6	278.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.9	355.2	0.0	74.5	634.2	0.0	0.0	226.9	0.0	0.0	0.0
162.2	02-02-2024/16:04:12	1994.9	162.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.5	374.8	0.0	2.2	51.1	0.0	0.0	56.9	0.0	0.0	0.0
394.6	02-02-2024/16:04:13	1756.0	394.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	276.6	384.3	0.0	134.3	138.7	0.0	0.0	226.1	0.0	0.0	0.0
285.3	02-02-2024/16:04:14	509.2	285.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	381.3	134.8	0.0	110.2	915.2	0.0	0.0	276.1	0.0	0.0	0.0
254.3	02-02-2024/16:04:15	1238.0	254.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.7	90.5	0.0	52.6	986.0	0.0	0.0	417.2	0.0	0.0	0.0
286.6	02-02-2024/16:04:16	1202.0	286.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.7	182.4	0.0	138.2	290.0	0.0	0.0	229.0	0.0	0.0	0.0
16.8	02-02-2024/16:04:17	1034.8	16.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256.5	53.2	0.0	10.1	600.2	0.0	0.0	430.9	0.0	0.0	0.0
110.0	02-02-2024/16:04:18	1694.6	110.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.7	111.6	0.0	106.1	519.6	0.0	0.0	77.6	0.0	0.0	0.0
306.3	02-02-2024/16:04:19	644.4	306.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	313.1	278.5	0.0	106.7	256.8	0.0	0.0	234.8	0.0	0.0	0.0
417.9	02-02-2024/16:04:20	1013.6	417.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	264.5	122.6	0.0	139.4	1534.8	0.0	0.0	25.9	0.0	0.0	0.0
147.1	02-02-2024/16:04:21	1003.0	147.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	275.3	293.1	0.0	120.1	384.3	0.0	0.0	404.5	0.0	0.0	0.0
133.7	02-02-2024/16:04:22	807.9	133.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.4	97.5	0.0	34.9	72.2	0.0	0.0	242.6	0.0	0.0	0.0
377.1	02-02-2024/16:04:23	527.7	377.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	342.1	271.4	0.0	127.9	368.2	0.0	0.0	169.8	0.0	0.0	0.0
361.6	02-02-2024/16:04:24	1034.3	361.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	298.8	45.3	0.0	170.4	122.9	0.0	0.0	75.1	0.0	0.0	0.0
169.9	02-02-2024/16:04:25	1937.2	169.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132.8	395.1	0.0	187.8	329.3	0.0	0.0	238.1	0.0	0.0	0.0
42.8	02-02-2024/16:04:26	1571.0	42.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	352.8	295.9	0.0	169.2	591.5	0.0	0.0	323.1	0.0	0.0	0.0
229.5	02-02-2024/16:04:27	1720.1	229.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	377.3	91.5	0.0	111.7	1128.6	0.0	0.0	194.1	0.0	0.0	0.0
404.2	02-02-2024/16:04:28	1901.4	404.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	272.3	259.3	0.0	109.6	1514.9	0.0	0.0	266.5	0.0	0.0	0.0
439.4	02-02-2024/16:04:29	268.3	439.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	280.6	167.0	0.0	119.8	177.4	0.0	0.0	370.7	0.0	0.0	0.0
18.3	02-02-2024/16:04:30	856.7	18.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.9	240.8	0.0	53.9	1264.3	0.0	0.0	89.7	0.0	0.0	0.0
117.9	02-02-2024/16:04:31	1511.1	117.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	237.4	162.4	0.0	6.6	338.7	0.0	0.0	297.8	0.0	0.0	0.0
250.1	02-02-2024/16:04:32	1231.5	250.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	239.6	107.1	0.0	61.5	1350.2	0.0	0.0	405.1	0.0	0.0	0.0
267.7	02-02-2024/16:04:33	500.7	267.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	249.0	399.8	0.0	145.1	696.7	0.0	0.0	137.7	0.0	0.0	0.0
97.4	02-02-2024/16:04:34	1008.9	97.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	226.0	192.2	0.0	198.4	297.7	0.0	0.0	221.0	0.0	0.0	0.0
439.3	02-02-2024/16:04:35	124.6	439.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	351.0	232.9	0.0	90.1	597.9	0.0	0.0	285.3	0.0	0.0	0.0
216.5	02-02-2024/16:04:36	815.6	216.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	147.0	231.9	0.0	162.5	37.2	0.0	0.0	9.1	0.0	0.0	0.0
130.4	02-02-2024/16:04:37	136.4	130.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.4	300.0	0.0	185.3	622.0	0.0	0.0	348.7	0.0	0.0	0.0
133.7	02-02-2024/16:04:38	947.2	133.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.3	88.7	0.0	157.0	189.8	0.0	0.0	368.8	0.0	0.0	0.0
348.3	02-02-2024/16:04:39	1395.0	348.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.8	373.2	0.0	8.7	107.2	0.0	0.0	2.6	0.0	0.0	0.0
144.1	02-02-2024/16:04:40	1533.7	144.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	223.3	369.7	0.0	96.0	1053.6	0.0	0.0	159.0	0.0	0.0	0.0
45.3	02-02-2024/16:04:41	1281.1	45.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.4	61.9	0.0	123.3	878.7	0.0	0.0	362.6	0.0	0.0	0.0
53.4	02-02-2024/16:04:42	1350.3	53.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	260.9	114.5	0.0	16.5	15.9	0.0	0.0	52.8	0.0	0.0	0.0
374.1	02-02-2024/16:04:43	812.9	374.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.6	195.9	0.0	45.5	1164.8	0.0	0.0	78.8	0.0	0.0	0.0
181.3	02-02-2024/16:04:44	865.2	181.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.2	349.0	0.0	118.8	1374.1	0.0	0.0	219.1	0.0	0.0	0.0
321.2	02-02-2024/16:04:45	768.8	321.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.2	256.2	0.0	98.9	246.1	0.0	0.0	444.8	0.0	0.0	0.0
10.1	02-02-2024/16:04:46	1086.6	10.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.4	328.4	0.0	3.5	800.1	0.0	0.0	238.1	0.0	0.0	0.0
350.2	02-02-2024/16:04:47	865.6	350.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	337.3	42.8	0.0	123.4	190.7	0.0	0.0	138.1	0.0	0.0	0.0
448.0	02-02-2024/16:04:48	1729.8	448.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	361.2	93.1	0.0	193.4	633.1	0.0	0.0	38.7	0.0	0.0	0.0
126.0	02-02-2024/16:04:49	120.5	126.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113.7	177.1	0.0	109.9	1299.9	0.0	0.0	25.6	0.0	0.0	0.0
283.1	02-02-2024/16:04:50	1035.3	283.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	349.7	316.4	0.0	0.8	939.7	0.0	0.0	176.3	0.0	0.0	0.0
293.1	02-02-2024/16:04:51	1272.9	293.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	317.8	268.5	0.0	14.6	1261.7	0.0	0.0	88.8	0.0	0.0	0.0
199.8	02-02-2024/16:04:52	1357.6	199.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.5	194.0	0.0	171.8	1503.9	0.0	0.0	97.5	0.0	0.0	0.0
384.8	02-02-2024/16:04:53	249.1	384.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138.3	303.9	0.0	189.1	1379.4	0.0	0.0	332.6	0.0	0.0	0.0
221.4	02-02-2024/16:04:54	1103.3	221.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.1	79.0	0.0	93.8	1453.0	0.0	0.0	442.4	0.0	0.0	0.0
101.9	02-02-2024/16:04:55	1552.1	101.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	234.0	123.9	0.0	139.2	825.1	0.0	0.0	169.8	0.0	0.0	0.0
131.3	02-02-2024/16:04:56	1784.2	131.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	320.3	251.7	0.0	60.1	1047.6	0.0	0.0	85.9	0.0	0.0	0.0
60.8	02-02-2024/16:04:57	690.7	60.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	162.0	144.5	0.0	120.0	867.7	0.0	0.0	53.7	0.0	0.0	0.0
54.4	02-02-2024/16:04:58	1335.8	54.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.3	379.8	0.0	173.9	1112.4	0.0	0.0	372.6	0.0	0.0	0.0
236.5	02-02-2024/16:04:59	1971.0	236.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	173.5	232.7	0.0	83.4	1446.5	0.0	0.0	203.4	0.0	0.0	0.0
343.5	02-02-2024/16:05:00	993.9	343.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146.1	24.3	0.0	0.8	721.6	0.0	0.0	407.3	0.0	0.0	0.0
375.0	02-02-2024/16:05:01	510.8	375.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.1	250.1	0.0	63.4	996.6	0.0	0.0	96.5	0.0	0.0	0.0
239.5	02-02-2024/16:05:02	1338.1	239.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	305.0	143.8	0.0	109.8	1144.1	0.0	0.0	122.5	0.0	0.0	0.0
196.9	02-02-2024/16:05:03	1881.2	196.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.5	331.4	0.0	69.6	1169.1	0.0	0.0	110.8	0.0	0.0	0.0
355.5	02-02-2024/16:05:04	220.5	355.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	292.4	282.3	0.0	148.8	1139.6	0.0	0.0	33.0	0.0	0.0	0.0
208.6	02-02-2024/16:05:05	278.6	208.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	369.1	338.7	0.0	34.1	805.9	0.0	0.0	88.1	0.0	0.0	0.0
338.6	02-02-2024/16:05:06	35.9	338.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.9	177.9	0.0	143.3	399.7	0.0	0.0	351.6	0.0	0.0	0.0
327.9	02-02-2024/16:05:07	176.2	327.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256.8	187.7	0.0	167.3	175.7	0.0	0.0	264.3	0.0	0.0	0.0
371.2	02-02-2024/16:05:08	1776.7	371.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	320.9	271.3	0.0	182.5	379.7	0.0	0.0	262.8	0.0	0.0	0.0
